file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,57,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,0
style.css,58,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,0,0
style.css,59,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,34
style.css,60,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,35
style.css,61,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,22
style.css,62,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,68
style.css,63,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,0,0
style.css,64,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,0,0
style.css,65,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,33
style.css,66,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,34
style.css,67,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,22
style.css,68,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,68
style.css,69,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,0
style.css,70,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,0,0
style.css,71,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,48
style.css,72,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,0,1
style.css,73,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,1,16
style.css,74,css,a54969c2,Derek Huang,2025-10-08,15:17:29,-07:00,2025-10-08T15:17:29-07:00,0,0
style.css,75,css,a54969c2,Derek Huang,2025-10-08,15:17:29,-07:00,2025-10-08T15:17:29-07:00,0,0
style.css,76,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,0,3
style.css,77,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,1,13
style.css,78,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,1,14
style.css,79,css,63d50eb0,Derek Huang,2025-10-08,17:25:40,-07:00,2025-10-08T17:25:40-07:00,1,19
style.css,80,css,f6c220bb,Derek Huang,2025-10-02,11:05:36,-07:00,2025-10-02T11:05:36-07:00,0,0
style.css,81,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,82,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,46
style.css,83,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,4
style.css,84,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,12
style.css,85,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,30
style.css,86,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,7
style.css,87,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,15
style.css,88,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,14
style.css,89,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,90,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,91,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,10
style.css,92,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,16
style.css,93,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,15
style.css,94,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,95,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,96,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,9
style.css,97,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,12
style.css,98,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,11
style.css,99,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,12
style.css,100,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,10
style.css,101,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,21
style.css,102,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,13
style.css,103,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,21
style.css,104,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,19
style.css,105,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,106,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,107,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,11
style.css,108,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,18
style.css,109,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,36
style.css,110,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,11
style.css,111,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,15
style.css,112,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,14
style.css,113,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,11
style.css,114,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,37
style.css,115,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,116,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,117,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,17
style.css,118,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,58
style.css,119,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,120,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,121,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,47
style.css,122,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,9
style.css,123,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,12
style.css,124,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,58
style.css,125,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,9
style.css,126,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,14
style.css,127,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,128,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,129,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,17
style.css,130,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,12
style.css,131,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,26
style.css,132,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,15
style.css,133,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,9
style.css,134,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,16
style.css,135,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,1,19
style.css,136,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,11
style.css,137,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,138,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,139,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,14
style.css,140,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,42
style.css,141,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,17
style.css,142,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,47
style.css,143,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,144,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,145,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,13
style.css,146,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,41
style.css,147,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,17
style.css,148,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,36
style.css,149,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,150,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,151,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,31
style.css,152,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,40
style.css,153,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,17
style.css,154,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,47
style.css,155,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,156,css,54691e5e,Derek Huang,2025-10-30,13:15:36,-07:00,2025-10-30T13:15:36-07:00,0,0
style.css,157,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,35
style.css,158,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,40
style.css,159,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,2,17
style.css,160,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,2,36
style.css,161,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,0
style.css,162,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,163,css,b7fb50a9,Derek Huang,2025-10-08,17:53:00,-07:00,2025-10-08T17:53:00-07:00,0,0
style.css,164,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,12
style.css,165,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,8
style.css,166,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,15
style.css,167,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,17
style.css,168,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,169,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,170,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,13
style.css,171,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,10
style.css,172,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,11
style.css,173,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,13
style.css,174,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,19
style.css,175,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,176,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,177,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,11
style.css,178,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,8
style.css,179,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,180,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,181,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,29
style.css,182,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,60
style.css,183,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,58
style.css,184,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,185,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,43
style.css,186,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,55
style.css,187,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,58
style.css,188,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,34
style.css,189,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,40
style.css,190,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,51
style.css,191,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,192,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,36
style.css,193,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,17
style.css,194,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,1,13
style.css,195,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,36
style.css,196,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,1,20
style.css,197,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,1,17
style.css,198,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,199,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,67
style.css,200,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,63
style.css,201,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,30
style.css,202,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,72
style.css,203,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,87
style.css,204,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,205,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,61
style.css,206,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,41
style.css,207,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,208,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,60
style.css,209,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,16
style.css,210,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,0,58
style.css,211,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,212,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,41
style.css,213,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,1,12
style.css,214,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,29
style.css,215,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,1,20
style.css,216,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,14
style.css,217,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,19
style.css,218,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,219,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,220,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,48
style.css,221,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,1,16
style.css,222,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,18
style.css,223,css,3f5224c5,Derek Huang,2025-10-15,16:00:02,-07:00,2025-10-15T16:00:02-07:00,1,18
style.css,224,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,225,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,0
style.css,226,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,3
style.css,227,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,7
style.css,228,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,0,15
style.css,229,css,97f98173,Derek Huang,2025-10-08,18:14:41,-07:00,2025-10-08T18:14:41-07:00,1,15
